DPSCF300114	CM019198.1	99.386	3585	22	0	276758	280342	7432244	7435828	0.0	6540
DPSCF300114	CM019198.1	100.000	3512	0	0	4312	7823	7159798	7163309	0.0	6486
DPSCF300114	CM019198.1	100.000	3510	0	0	425605	429114	7581091	7584600	0.0	6482
DPSCF300114	CM019198.1	100.000	3474	0	0	110113	113586	7265599	7269072	0.0	6416
DPSCF300114	CM019198.1	100.000	3351	0	0	39349	42699	7194835	7198185	0.0	6189
DPSCF300114	CM019198.1	99.495	3367	17	0	474963	478329	7630449	7633815	0.0	6156
DPSCF300114	CM019198.1	100.000	3309	0	0	188529	191837	7344015	7347323	0.0	6111
DPSCF300114	CM019198.1	100.000	3177	0	0	7864	11040	7163350	7166526	0.0	5867
DPSCF300114	CM019198.1	98.553	3110	45	0	26547	29656	7182033	7185142	0.0	5578
DPSCF300114	CM019198.1	100.000	3017	0	0	156335	159351	7311821	7314837	0.0	5572
DPSCF300114	CM019198.1	100.000	2951	0	0	124114	127064	7279600	7282550	0.0	5450
DPSCF300114	CM019198.1	100.000	2883	0	0	511229	514111	7666715	7669597	0.0	5325
DPSCF300114	CM019198.1	100.000	2801	0	0	82297	85097	7237783	7240583	0.0	5173
DPSCF300114	CM019198.1	99.086	2846	26	0	379385	382230	7534871	7537716	0.0	5160
DPSCF300114	CM019198.1	100.000	2782	0	0	213823	216604	7369309	7372090	0.0	5134
DPSCF300114	CM019198.1	100.000	2778	0	0	139116	141893	7294602	7297379	0.0	5131
DPSCF300114	CM019198.1	99.050	2631	25	0	514162	516792	7669648	7672278	0.0	4767
DPSCF300114	CM019198.1	100.000	2571	0	0	93107	95677	7248593	7251163	0.0	4748
DPSCF300114	CM019198.1	99.018	2545	25	0	43262	45806	7198748	7201292	0.0	4608
DPSCF300114	CM019198.1	100.000	2483	0	0	470762	473244	7626248	7628730	0.0	4586
DPSCF300114	CM019198.1	100.000	2469	0	0	54109	56577	7209595	7212063	0.0	4560
DPSCF300114	CM019198.1	100.000	2363	0	0	176533	178895	7332019	7334381	0.0	4364
DPSCF300114	CM019198.1	100.000	2355	0	0	421622	423976	7577108	7579462	0.0	4349
DPSCF300114	CM019198.1	100.000	2271	0	0	221038	223308	7376524	7378794	0.0	4194
DPSCF300114	CM019198.1	100.000	2230	0	0	244864	247093	7400350	7402579	0.0	4119
DPSCF300114	CM019198.1	100.000	2190	0	0	441902	444091	7597388	7599577	0.0	4045
DPSCF300114	CM019198.1	100.000	2162	0	0	116566	118727	7272052	7274213	0.0	3993
DPSCF300114	CM019198.1	98.886	2154	24	0	404895	407048	7560381	7562534	0.0	3890
DPSCF300114	CM019198.1	100.000	2059	0	0	46221	48279	7201707	7203765	0.0	3803
DPSCF300114	CM019198.1	100.000	2053	0	0	339567	341619	7495053	7497105	0.0	3792
DPSCF300114	CM019198.1	100.000	1965	0	0	280660	282624	7436146	7438110	0.0	3629
DPSCF300114	CM019198.1	98.669	1953	26	0	128981	130933	7284467	7286419	0.0	3511
DPSCF300114	CM019198.1	100.000	1864	0	0	95728	97591	7251214	7253077	0.0	3443
DPSCF300114	CM019198.1	100.000	1844	0	0	72247	74090	7227733	7229576	0.0	3406
DPSCF300114	CM019198.1	98.638	1835	25	0	127103	128937	7282589	7284423	0.0	3297
DPSCF300114	CM019198.1	100.000	1663	0	0	106612	108274	7262098	7263760	0.0	3072
DPSCF300114	CM019198.1	98.426	1715	27	0	252118	253832	7407604	7409318	0.0	3068
DPSCF300114	CM019198.1	100.000	1633	0	0	219369	221001	7374855	7376487	0.0	3016
DPSCF300114	CM019198.1	100.000	1594	0	0	478529	480122	7634015	7635608	0.0	2944
DPSCF300114	CM019198.1	100.000	1510	0	0	18254	19763	7173740	7175249	0.0	2789
DPSCF300114	CM019198.1	100.000	1337	0	0	2131	3467	7157617	7158953	0.0	2470
DPSCF300114	CM019198.1	100.000	1307	0	0	178933	180239	7334419	7335725	0.0	2414
DPSCF300114	CM019198.1	100.000	1285	0	0	103525	104809	7259011	7260295	0.0	2374
DPSCF300114	CM019198.1	100.000	1171	0	0	384507	385677	7539993	7541163	0.0	2163
DPSCF300114	CM019198.1	100.000	1104	0	0	211603	212706	7367089	7368192	0.0	2039
DPSCF300114	CM019198.1	100.000	1082	0	0	243374	244455	7398860	7399941	0.0	1999
DPSCF300114	CM019198.1	100.000	1055	0	0	293482	294536	7448968	7450022	0.0	1949
DPSCF300114	CM019198.1	100.000	1047	0	0	17134	18180	7172620	7173666	0.0	1934
DPSCF300114	CM019198.1	100.000	1036	0	0	24436	25471	7179922	7180957	0.0	1914
DPSCF300114	CM019198.1	100.000	1002	0	0	473280	474281	7628766	7629767	0.0	1851
